,workclass
2076, Private
2077, Self-emp-not-inc
2078, Private
2079, Private
2080, Local-gov
2081, Private
2082, Private
2083, Private
2084, ?
2085, Private
2086, Self-emp-inc
2087, Private
2088, Federal-gov
2089, Private
2090, Private
2091, ?
2092, Private
2093, Private
2094, ?
2095, Private
2096, Private
2097, Local-gov
2098, Private
2099, Self-emp-not-inc
2100, State-gov
2101, Private
2102, Private
2103, Self-emp-inc
2104, Private
2105, ?
2106, Private
2107, Private
2108, Local-gov
2109, Private
2110, Private
2111, Private
2112, Private
2113, Private
2114, Private
2115, State-gov
2116, Private
2117, Local-gov
2118, ?
2119, Private
2120, Private
2121, Private
2122, Private
2123, Private
2124, Private
2125, Private
2126, ?
2127, Private
2128, Local-gov
2129, State-gov
2130, State-gov
2131, Local-gov
2132, Private
2133, Private
2134, Private
2135, Private
2136, Private
2137, Federal-gov
2138, Private
2139, Private
2140, Local-gov
2141, Private
2142, Local-gov
2143, Private
2144, Private
2145, Self-emp-not-inc
2146, Private
2147, Private
2148, State-gov
2149, Private
2150, Private
2151, Private
2152, ?
2153, Private
2154, Private
2155, ?
2156, Private
2157, Self-emp-inc
2158, Self-emp-inc
2159, Self-emp-not-inc
2160, Private
2161, Private
2162, Private
2163, ?
2164, ?
2165, Private
2166, Private
2167, Private
2168, Self-emp-not-inc
2169, Private
2170, Private
2171, Private
2172, Private
2173, Private
2174, Private
2175, Private
2176, Private
2177, Local-gov
2178, Private
2179, Self-emp-not-inc
2180, Private
2181, Private
2182, Self-emp-not-inc
2183, Self-emp-not-inc
2184, Self-emp-inc
2185, Private
2186, Self-emp-not-inc
2187, Private
2188, Private
2189, Federal-gov
2190, Private
2191, Private
2192, Private
2193, Private
2194, Private
2195, Private
2196, Private
2197, Private
2198, Private
2199, Private
2200, Private
2201, Federal-gov
2202, Private
2203, Local-gov
2204, Private
2205, Private
2206, Private
2207, Private
2208, Self-emp-not-inc
2209, Local-gov
2210, ?
2211, Private
2212, Private
2213, ?
2214, Self-emp-not-inc
2215, Private
2216, Private
2217, Private
2218, Private
2219, Private
2220, Private
2221, State-gov
2222, ?
2223, Private
2224, Private
2225, State-gov
2226, Private
2227, Local-gov
2228, Private
2229, Private
2230, Self-emp-not-inc
2231, Private
2232, Private
2233, Private
2234, Private
2235, Private
2236, Private
2237, State-gov
2238, Private
2239, Private
2240, Federal-gov
2241, Private
2242, Private
2243, Private
2244, Federal-gov
2245, Private
2246, Self-emp-not-inc
2247, Local-gov
2248, Private
2249, Federal-gov
2250, Private
2251, State-gov
2252, Private
2253, Federal-gov
2254, Self-emp-inc
2255, Private
2256, Self-emp-not-inc
2257, Private
2258, Private
2259, Local-gov
2260, Private
2261, Private
2262, Private
2263, Private
2264, Private
2265, Private
2266, Private
2267, Local-gov
2268, Private
2269, Self-emp-not-inc
2270, Private
2271, Private
2272, Private
2273, Private
2274, Private
2275, Private
2276, Private
2277, Private
2278, Private
2279, Local-gov
2280, State-gov
2281, ?
2282, Private
2283, Local-gov
2284, Private
2285, Private
2286, Private
2287, Local-gov
2288, Private
2289, Self-emp-not-inc
2290, Private
2291, Private
2292, ?
2293, Private
2294, Private
2295, Private
2296, Self-emp-not-inc
2297, Private
2298, Self-emp-not-inc
2299, Private
2300, Self-emp-not-inc
2301, Private
2302, Private
2303, Private
2304, Private
2305, Private
2306, Private
2307, Private
2308, Private
2309, State-gov
2310, Private
2311, Private
2312, Private
2313, Local-gov
2314, Private
2315, Private
2316, Private
2317, Self-emp-inc
2318, State-gov
2319, Self-emp-inc
2320, Private
2321, Local-gov
2322, Private
2323, ?
2324, Federal-gov
2325, Private
2326, Private
2327, ?
2328, Private
2329, Private
2330, Federal-gov
2331, Private
2332, Self-emp-not-inc
2333, Private
2334, Private
2335, Private
2336, Private
2337, Private
2338, Private
2339, Private
2340, ?
2341, Private
2342, Self-emp-not-inc
2343, Private
2344, Private
2345, Private
2346, Self-emp-not-inc
2347, Private
2348, Self-emp-not-inc
2349, Federal-gov
2350, Private
2351, Private
2352, Private
2353, Private
2354, ?
2355, Private
2356, ?
2357, Private
2358, ?
2359, ?
2360, Private
2361, Private
2362, Private
2363, Private
2364, Private
2365, Private
2366, Private
2367, Self-emp-inc
2368, Private
2369, Private
2370, State-gov
2371, Local-gov
2372, ?
2373, Private
2374, Private
2375, Private
2376, Private
2377, Private
2378, Private
2379, Private
2380, ?
2381, Private
2382, ?
2383, Private
2384, Private
2385, Self-emp-inc
2386, Self-emp-not-inc
2387, Private
2388, Private
2389, Local-gov
2390, Self-emp-inc
2391, Private
2392, Private
2393, Private
2394, Private
2395, Private
2396, Private
2397, ?
2398, Private
2399, Private
2400, State-gov
2401, Private
2402, Private
2403, Private
2404, Private
2405, Private
2406, Private
2407, Private
2408, Private
2409, Private
2410, Private
2411, Local-gov
2412, Private
2413, Private
2414, Private
2415, Local-gov
2416, Self-emp-not-inc
2417, Private
2418, Private
2419, Self-emp-not-inc
2420, ?
2421, Private
2422, Private
2423, Self-emp-not-inc
2424, Private
2425, Private
2426, Self-emp-inc
2427, ?
2428, Private
2429, Self-emp-not-inc
2430, Private
2431, Self-emp-not-inc
2432, Private
2433, State-gov
2434, Private
2435, Local-gov
2436, State-gov
2437, State-gov
2438, Private
2439, Self-emp-inc
2440, Self-emp-not-inc
2441, Private
2442, Local-gov
2443, Private
2444, Private
2445, Private
2446, Private
2447, Private
2448, Local-gov
2449, Private
2450, Private
2451, Private
2452, Private
2453, Self-emp-not-inc
2454, Private
2455, Private
2456, Self-emp-not-inc
2457, Private
2458, Local-gov
2459, Self-emp-not-inc
2460, Private
2461, Self-emp-not-inc
2462, Private
2463, Private
2464, ?
2465, Private
2466, Private
2467, Private
2468, Private
2469, Self-emp-not-inc
2470, Federal-gov
2471, Private
2472, Private
2473, Self-emp-inc
2474, Self-emp-not-inc
2475, Private
2476, ?
2477, Private
2478, Self-emp-inc
2479, Private
2480, Private
2481, Self-emp-inc
2482, Private
2483, Self-emp-not-inc
2484, Private
2485, Private
2486, ?
2487, Private
2488, Self-emp-not-inc
2489, Private
2490, Private
2491, ?
2492, Private
2493, Private
2494, Private
2495, Private
2496, ?
2497, Private
2498, Private
2499, Private
2500, Private
2501, Self-emp-not-inc
2502, Private
2503, Private
2504, Private
2505, Self-emp-not-inc
2506, ?
2507, Self-emp-not-inc
2508, Self-emp-not-inc
2509, Private
2510, Private
2511, Private
2512, Private
2513, ?
2514, Private
2515, Private
2516, Private
2517, Private
2518, Private
2519, Private
2520, Self-emp-not-inc
2521, ?
2522, Private
2523, Private
2524, Private
2525, Private
2526, Local-gov
2527, Private
2528, Self-emp-not-inc
2529, Federal-gov
2530, Private
2531, Private
2532, Local-gov
2533, Private
2534, Self-emp-not-inc
2535, Private
2536, Private
2537, Private
2538, Private
2539, Federal-gov
2540, Private
2541, Private
2542, Private
2543, Private
2544, ?
2545, Private
2546, Private
2547, Private
2548, Local-gov
2549, Private
2550, Private
2551, Private
2552, Private
2553, Private
2554, Private
2555, Private
2556, Private
2557, Local-gov
2558, State-gov
2559, Private
2560, Private
2561, Private
2562, Private
2563, Federal-gov
2564, Private
2565, Private
2566, ?
2567, State-gov
2568, Self-emp-not-inc
2569, Self-emp-inc
2570, ?
2571, ?
2572, Private
2573, Private
2574, Private
2575, Private
2576, Self-emp-inc
2577, Private
2578, ?
2579, Private
2580, Private
2581, Private
2582, Private
2583, Private
2584, Private
2585, Private
2586, ?
2587, Private
2588, Private
2589, Private
2590, Private
2591, Private
2592, Self-emp-not-inc
2593, Private
2594, ?
2595, Private
2596, Private
2597, Private
2598, Private
2599, Private
2600, Private
2601, Federal-gov
2602, State-gov
2603, Private
2604, Private
2605, Private
2606, ?
2607, Private
2608, Private
2609, State-gov
2610, Private
2611, Private
2612, State-gov
2613, Private
2614, Private
2615, Private
2616, Private
2617, Private
2618, Private
2619, Self-emp-inc
2620, Federal-gov
2621, Private
2622, Private
2623, Private
2624, Private
2625, Self-emp-not-inc
2626, Federal-gov
2627, Private
2628, Private
2629, Private
2630, Federal-gov
2631, Private
2632, ?
2633, Self-emp-inc
2634, ?
2635, State-gov
2636, State-gov
2637, Private
2638, ?
2639, Private
2640, Self-emp-not-inc
2641, Local-gov
2642, Self-emp-inc
2643, Private
2644, Private
2645, Private
2646, Self-emp-not-inc
2647, Private
2648, Private
2649, Private
2650, Private
2651, Private
2652, Private
2653, Private
2654, Private
2655, Private
2656, Private
2657, Private
2658, Private
2659, Federal-gov
2660, Private
2661, Private
2662, Private
2663, State-gov
2664, Private
2665, Private
2666, Private
2667, Private
2668, Self-emp-not-inc
2669, Private
2670, Private
2671, Private
2672, Private
2673, ?
2674, Private
2675, Private
2676, ?
2677, Private
2678, Private
2679, Private
2680, Local-gov
2681, Private
2682, Local-gov
2683, Private
2684, Local-gov
2685, Federal-gov
2686, Private
2687, State-gov
2688, Private
2689, ?
2690, Private
2691, Self-emp-not-inc
2692, Local-gov
2693, Private
2694, Private
2695, Private
2696, Private
2697, Private
2698, Self-emp-not-inc
2699, State-gov
2700, Self-emp-not-inc
2701, Private
2702, Federal-gov
2703, Private
2704, Private
2705, Private
2706, Local-gov
2707, Self-emp-not-inc
2708, Private
2709, Private
2710, Private
2711, Private
2712, Private
2713, Private
2714, Private
2715, Private
2716, State-gov
2717, Private
2718, Private
2719, Private
2720, Local-gov
2721, Private
2722, Private
2723, Private
2724, Local-gov
2725, Private
2726, Federal-gov
2727, Private
2728, Private
2729, Private
2730, Private
2731, Private
2732, Private
2733, Self-emp-inc
2734, Private
2735, Private
2736, Local-gov
2737, Private
2738, Private
2739, Private
2740, Private
2741, State-gov
2742, Private
2743, State-gov
2744, Private
2745, Private
2746, Private
2747, Private
2748, Private
2749, Private
2750, Private
2751, ?
2752, Self-emp-not-inc
2753, Private
2754, Self-emp-not-inc
2755, Private
2756, Local-gov
2757, Private
2758, Private
2759, Private
2760, ?
2761, ?
2762, Private
2763, Federal-gov
2764, Private
2765, Private
2766, Private
2767, Private
2768, Private
2769, Local-gov
2770, Federal-gov
2771, Private
2772, Private
2773, Private
2774, Private
2775, State-gov
2776, Private
2777, Self-emp-not-inc
2778, Private
2779, Private
2780, Private
2781, Private
2782, Private
2783, Federal-gov
2784, Private
2785, Private
2786, Private
2787, Private
2788, State-gov
2789, Self-emp-inc
2790, Private
2791, Private
2792, Private
2793, Private
2794, Private
2795, Private
2796, Self-emp-inc
2797, Private
2798, Private
2799, Private
2800, Private
2801, Private
2802, Private
2803, Private
2804, Private
2805, Private
2806, State-gov
2807, Private
2808, Private
2809, Private
2810, Self-emp-not-inc
2811, Private
2812, Private
2813, Private
2814, Private
2815, Private
2816, Private
2817, Private
2818, Private
2819, Private
2820, Federal-gov
2821, Private
2822, Private
2823, Local-gov
2824, Private
2825, Private
2826, State-gov
2827, Private
2828, Self-emp-not-inc
2829, Private
2830, Local-gov
2831, Private
2832, Self-emp-not-inc
2833, Self-emp-inc
2834, Private
2835, Private
2836, Private
2837, Self-emp-not-inc
2838, Private
2839, Private
2840, Private
2841, Local-gov
2842, State-gov
2843, Local-gov
2844, Self-emp-inc
2845, Private
2846, Private
2847, ?
2848, Private
2849, Private
2850, Private
2851, State-gov
2852, Self-emp-not-inc
2853, Private
2854, Private
2855, Private
2856, ?
2857, ?
2858, ?
2859, Self-emp-not-inc
2860, Private
2861, Private
2862, Private
2863, Private
2864, Private
2865, Private
2866, Private
2867, Self-emp-not-inc
2868, Self-emp-not-inc
2869, Private
2870, Self-emp-not-inc
2871, Local-gov
2872, Self-emp-not-inc
2873, State-gov
2874, Federal-gov
2875, Private
2876, Private
2877, Private
2878, Private
2879, Private
2880, Private
2881, Private
2882, Private
2883, Private
2884, Private
2885, ?
2886, Private
2887, Federal-gov
2888, Local-gov
2889, Private
2890, Private
2891, Private
2892, Private
2893, Private
2894, Private
2895, Private
2896, Private
2897, Private
2898, Local-gov
2899, Private
2900, Private
2901, Self-emp-inc
2902, Private
2903, Private
2904, Private
2905, Private
2906, Private
2907, Local-gov
2908, Private
2909, Self-emp-inc
2910, Private
2911, Private
2912, Private
2913, Local-gov
2914, Private
2915, Private
2916, Private
2917, Private
2918, Private
2919, Private
2920, Self-emp-not-inc
2921, Private
2922, Private
2923, Self-emp-not-inc
2924, Private
2925, Private
2926, Private
2927, Private
2928, Private
2929, Private
2930, ?
2931, Self-emp-not-inc
2932, ?
2933, Self-emp-not-inc
2934, Private
2935, Local-gov
2936, Private
2937, Private
2938, Private
2939, Self-emp-not-inc
2940, Private
2941, Private
2942, Private
2943, State-gov
2944, Local-gov
2945, Private
2946, Private
2947, ?
2948, Private
2949, Private
2950, Private
2951, Private
2952, ?
2953, Private
2954, Private
2955, Private
2956, Private
2957, Local-gov
2958, Private
2959, Self-emp-inc
2960, Private
2961, ?
2962, Private
2963, Self-emp-not-inc
2964, Private
2965, Private
2966, Private
2967, Private
2968, Self-emp-inc
2969, Private
2970, Self-emp-not-inc
2971, Private
2972, Private
2973, Private
2974, Private
2975, Private
2976, Private
2977, Private
2978, Private
2979, State-gov
2980, Private
2981, Private
2982, Self-emp-inc
2983, Self-emp-not-inc
2984, Private
2985, Private
2986, Local-gov
2987, Private
2988, Private
2989, Private
2990, Private
2991, Self-emp-not-inc
2992, Private
2993, Private
2994, Self-emp-not-inc
2995, Local-gov
2996, Private
2997, Private
2998, Private
2999, ?
3000, Private
3001, Private
3002, Private
3003, Private
3004, Private
3005, ?
3006, Private
3007, Private
3008, Private
3009, Private
3010, Self-emp-inc
3011, Private
3012, Private
3013, State-gov
3014, Private
3015, Self-emp-not-inc
3016, State-gov
3017, Federal-gov
3018, Private
3019, Private
3020, State-gov
3021, Private
3022, Private
3023, Private
3024, Private
3025, Self-emp-not-inc
3026, Private
3027, Self-emp-inc
3028, Private
3029, State-gov
3030, Private
3031, Private
3032, Private
3033, ?
3034, Private
3035, Private
3036, Local-gov
3037, Private
3038, Local-gov
3039, Self-emp-not-inc
3040, Local-gov
3041, State-gov
3042, ?
3043, Private
3044, Private
3045, Private
3046, Private
3047, Private
3048, Self-emp-not-inc
3049, Self-emp-inc
3050, Self-emp-inc
3051, Private
3052, Private
3053, Private
3054, Self-emp-not-inc
3055, Self-emp-not-inc
3056, Private
3057, Local-gov
3058, Private
3059, Private
3060, Private
3061, Private
3062, Private
3063, Private
3064, Private
3065, ?
3066, Private
3067, Local-gov
3068, Private
3069, Private
3070, Private
3071, Private
3072, ?
3073, Private
3074, Private
3075, Private
3076, Private
3077, Private
3078, State-gov
3079, Private
3080, State-gov
3081, Private
3082, Self-emp-inc
3083, Private
3084, Private
3085, Self-emp-not-inc
3086, Private
3087, Local-gov
3088, ?
3089, Self-emp-not-inc
3090, Private
3091, Private
3092, Self-emp-not-inc
3093, Self-emp-inc
3094, Local-gov
3095, Self-emp-inc
3096, ?
3097, Local-gov
3098, State-gov
3099, Private
3100, Private
3101, Self-emp-inc
3102, Private
3103, Private
3104, Private
3105, Private
3106, Local-gov
